article_id,title,comment_counter,comment_text
9084082,Marois reaps the whirlwind of student protests,source1_9084082_6,"*A hint to the student protesters. Unless you want to feel the full weight of the State come down upon you, don't use the word 'Pasta' on your signs."
15792740,Britain has an ethnic problem: the English,source1_15792740_133,I'm amused by the number of people who think Saunders is a 'leftist'.
32746841,What Donald Trump's victory means for Canada and the world,source1_32746841_9,"The fact that the medias ,journalists and all as well as the artistic world was against Trump did not suffice unlike in Canada with Harper . Trump got elected with 48% of the vote while Justin got 39% here"
19503193,Was this the most offensive question ever asked by an MP?,source1_19503193_64,A Conservative from NB . stooping to new lows. We are the Hillbillies of Canada.
18829447,The end of Mark Carney's British honeymoon,source1_18829447_11,There are very few Rockstars in the economic world. Mark isn't one of them.
11698733,Jeffrey Simpson: Would it hurt our PMs to respect each other?,source1_11698733_36,"Yes, Harper and the conservatives are such a petty bunch."
26406464,Minority governments: The constitutional rules of the game,source1_26406464_6,Has this Alberta law specialist received training at The Manning Centre?
32088785,"Clinton shines in first debate, and not just in comparison to Trump",source1_32088785_25,"Nope. She was flat, scripted, and less specific. The smile pasted to her face was disturbing."
16075417,"Cut the capital gains tax, cut the income gap",source1_16075417_31,eliminate % increases and apply cost of living increases to a $ amount based on a basket of essential goods and services. This will never happen the golden rule applies.
26587629,Jeffrey Simpson: May's green dream runs on sheer energy,source1_26587629_15,"' huge amounts of money for green energy ' That's what it runs on and the only thing that keeps it running , specifically tax payer money"
31337332,"Women take the political lead, but not in China",source1_31337332_0,Why is Justin increasing dealings with such a misogynist country? I guess it is ok with him for other countries to oppress women.
11866667,Jeffrey Simpson: We all pay for the government's hockey ads,source1_11866667_30,"The ' Economic Action Plan ' ads take the prize for the most vacuous meaningless drivel I have ever encountered, an insult to our collective intelligence. Other descriptors come to mind but won't get by the censor here !"
19556997,"Arabs are in chaos, but they're only passing through",source1_19556997_5,"As Netanyahoo so exquisitely stated, 'if the arabs put down their weapons there would be no more war. If israel put down their weapons there would be no more Isreal.'"
24135094,Respect the weight of 800 years of law in Khadr's bail,source1_24135094_26,'jihadism' by Canadians was unknown in the last 800 years!
15513300,Mulcair is very clear and clearly wrong on Clarity,source1_15513300_26,"Make it 50%+1 of elegible voters and he would have a point. When only 40% of the voters are voting, clearly the majority aren't interested enough to make a change."
16080664,Wynne plays long game in era of cynicism,source1_16080664_15,the sooner wynne and this lib government get their walking papers the sooner this province can get back on the road of progress
16093040,Are immigrants natural conservatives? Think again,source1_16093040_30,"ts are essentially opportunists. They vote for the party, which appeases them. Only when they attain critical mass, they may go to their conservative roots."
29872330,"With Uber, John Tory proves he can make Toronto's council work",source1_29872330_5,taxi an odd thing for a council to spend any time on.
11920892,Making time for the 7-minute workout,source1_11920892_4,Even better if you just work out twice as hard for 3 1/2 mins.
20698761,Can Jim Prentice put Humpty Dumpty together again?,source1_20698761_20,The province of Alberta has a huge revenue potential. It's called a sales tax.
17644629,Resistance to the PMO is on the rise,source1_17644629_71,"Harper's a bully-predator-sociopath...whatever you want to call it.I learned long ago to stand up to bullies, or they'll run over you."
33207872,Enlisting Beijing to help stop fentanyl exports won't be easy,source2_33207872_10,"If most of the drugs are coming in by mail, how about Canada Post refusing to handle mail from China? That should get the attention of Chinese authorities right away and make it their problem to solve."
16075417,"Cut the capital gains tax, cut the income gap",source1_16075417_39,"Abolish taxes, abolish government. everybody should be ... on their own !"
28610891,"New Hampshire, where politics is pure and the voters are ornery",source1_28610891_0,New Hampshire's White Mountains is full of beautiful babbling brooks. And New Hampshire's town halls are full of egregious babbling crooks.
30259556,Just wait until the Donald casts his eyes northward,source1_30259556_55,"America is in the doldrums, the voters are angry and are looking for answers, like Hitler & Mussolini before him, the Donald provides easy answers & slogans, unfortunately those who forget history will repeat it."
16059313,Eight charities that deserve your cheer,source1_16059313_29,Charity begins at home... and for me stays at home.
21142053,"In the oil sands, this is not the time to panic",source1_21142053_9,the last pragraph was the interesting one.
14060112,"Kindergarten check-list: crayons, chalk, understanding of advanced labour economics",source1_14060112_2,"Ian1114 wrote: 'I'm sure I'm missing whatever this is satirizing because this isn't terribly clever on its own.'Yes, he should never have left Toronto and his Q show where they laugh up their sleeves at his attempts as satiric humour."
28040900,When foreign policy hits foreign reality,source1_28040900_27,"Stephane Dion: 'Almost all of our allies are selling weapons to Saudi Arabia. It?s part of the world in which we are.'Um, almost all of our allies are bombing ISIS. It's part of the world we aren't.Wake up Liberals, your hypocrisy is showing."
